location,lat,long,alt,year,bloom_date,bloom_doy
Japan/Hakodate,41.81666667,140.7541667,35,1980,5/15/80,136
Japan/Hakodate,41.81666667,140.7541667,35,1981,5/6/81,126
Japan/Hakodate,41.81666667,140.7541667,35,1982,5/9/82,129
Japan/Hakodate,41.81666667,140.7541667,35,1983,4/30/83,120
Japan/Hakodate,41.81666667,140.7541667,35,1984,5/27/84,148
Japan/Hakodate,41.81666667,140.7541667,35,1985,5/9/85,129
Japan/Hakodate,41.81666667,140.7541667,35,1986,5/8/86,128
Japan/Hakodate,41.81666667,140.7541667,35,1987,5/8/87,128
Japan/Hakodate,41.81666667,140.7541667,35,1988,5/6/88,127
Japan/Hakodate,41.81666667,140.7541667,35,1989,5/1/89,121
Japan/Hakodate,41.81666667,140.7541667,35,1990,4/26/90,116
Japan/Hakodate,41.81666667,140.7541667,35,1991,5/2/91,122
Japan/Hakodate,41.81666667,140.7541667,35,1992,5/2/92,123
Japan/Hakodate,41.81666667,140.7541667,35,1993,5/2/93,122
Japan/Hakodate,41.81666667,140.7541667,35,1994,5/5/94,125
Japan/Hakodate,41.81666667,140.7541667,35,1995,5/3/95,123
Japan/Hakodate,41.81666667,140.7541667,35,1996,5/11/96,132
Japan/Hakodate,41.81666667,140.7541667,35,1997,5/1/97,121
Japan/Hakodate,41.81666667,140.7541667,35,1998,4/24/98,114
Japan/Hakodate,41.81666667,140.7541667,35,1999,5/2/99,122
Japan/Hakodate,41.81666667,140.7541667,35,2000,5/8/00,129
Japan/Hakodate,41.81666667,140.7541667,35,2001,5/3/01,123
Japan/Hakodate,41.81666667,140.7541667,35,2002,4/21/02,111
Japan/Hakodate,41.81666667,140.7541667,35,2003,5/2/03,122
Japan/Hakodate,41.81666667,140.7541667,35,2004,4/30/04,121
Japan/Hakodate,41.81666667,140.7541667,35,2005,5/5/05,125
Japan/Hakodate,41.81666667,140.7541667,35,2006,5/12/06,132
Japan/Hakodate,41.81666667,140.7541667,35,2007,5/4/07,124
Japan/Hakodate,41.81666667,140.7541667,35,2008,4/26/08,117
Japan/Hakodate,41.81666667,140.7541667,35,2009,5/1/09,121
Japan/Hakodate,41.81666667,140.7541667,35,2010,5/10/10,130
Japan/Hakodate,41.81666667,140.7541667,35,2011,5/6/11,126
Japan/Hakodate,41.81666667,140.7541667,35,2012,5/5/12,126
Japan/Hakodate,41.81666667,140.7541667,35,2013,5/12/13,132
Japan/Hakodate,41.81666667,140.7541667,35,2014,5/1/14,121
Japan/Hakodate,41.81666667,140.7541667,35,2015,4/24/15,114
Japan/Hakodate,41.81666667,140.7541667,35,2016,4/26/16,117
Japan/Hakodate,41.81666667,140.7541667,35,2017,4/30/17,120
Japan/Hakodate,41.81666667,140.7541667,35,2018,4/28/18,118
Japan/Hakodate,41.81666667,140.7541667,35,2019,4/29/19,119
Japan/Hakodate,41.81666667,140.7541667,35,2020,5/1/20,122
Japan/Hakodate,41.81666667,140.7541667,35,2021,4/23/21,113
Japan/Kutchan,42.90111111,140.7580556,176.1,1954,5/19/54,139
Japan/Kutchan,42.90111111,140.7580556,176.1,1955,5/23/55,143
Japan/Kutchan,42.90111111,140.7580556,176.1,1957,5/19/57,139
Japan/Kutchan,42.90111111,140.7580556,176.1,1958,5/20/58,140
Japan/Kutchan,42.90111111,140.7580556,176.1,1959,5/6/59,126
Japan/Kutchan,42.90111111,140.7580556,176.1,1960,5/20/60,141
Japan/Kutchan,42.90111111,140.7580556,176.1,1961,5/12/61,132
Japan/Kutchan,42.90111111,140.7580556,176.1,1962,5/12/62,132
Japan/Kutchan,42.90111111,140.7580556,176.1,1963,5/12/63,132
Japan/Kutchan,42.90111111,140.7580556,176.1,1964,5/13/64,134
Japan/Kutchan,42.90111111,140.7580556,176.1,1965,5/23/65,143
Japan/Kutchan,42.90111111,140.7580556,176.1,1966,5/19/66,139
Japan/Kutchan,42.90111111,140.7580556,176.1,1967,5/11/67,131
Japan/Kutchan,42.90111111,140.7580556,176.1,1968,5/13/68,134
Japan/Kutchan,42.90111111,140.7580556,176.1,1969,5/13/69,133
Japan/Kutchan,42.90111111,140.7580556,176.1,1970,5/19/70,139
Japan/Kutchan,42.90111111,140.7580556,176.1,1972,5/10/72,131
Japan/Kutchan,42.90111111,140.7580556,176.1,1973,5/15/73,135
Japan/Kutchan,42.90111111,140.7580556,176.1,1974,5/18/74,138
Japan/Kutchan,42.90111111,140.7580556,176.1,1975,5/13/75,133
Japan/Kutchan,42.90111111,140.7580556,176.1,1976,5/19/76,140
Japan/Kutchan,42.90111111,140.7580556,176.1,1977,5/22/77,142
Japan/Kutchan,42.90111111,140.7580556,176.1,1978,5/17/78,137
Japan/Kutchan,42.90111111,140.7580556,176.1,1979,5/21/79,141
Japan/Kutchan,42.90111111,140.7580556,176.1,1980,5/23/80,144
Japan/Kutchan,42.90111111,140.7580556,176.1,1981,5/13/81,133
Japan/Kutchan,42.90111111,140.7580556,176.1,1982,5/15/82,135
Japan/Kutchan,42.90111111,140.7580556,176.1,1983,5/4/83,124
Japan/Kutchan,42.90111111,140.7580556,176.1,1984,5/24/84,145
Japan/Kutchan,42.90111111,140.7580556,176.1,1985,5/14/85,134
Japan/Kutchan,42.90111111,140.7580556,176.1,1986,5/16/86,136
Japan/Kutchan,42.90111111,140.7580556,176.1,1987,5/17/87,137
Japan/Kutchan,42.90111111,140.7580556,176.1,1988,5/18/88,139
Japan/Kutchan,42.90111111,140.7580556,176.1,1989,5/9/89,129
Japan/Kutchan,42.90111111,140.7580556,176.1,1990,5/8/90,128
Japan/Kutchan,42.90111111,140.7580556,176.1,1991,5/11/91,131
Japan/Kutchan,42.90111111,140.7580556,176.1,1992,5/15/92,136
Japan/Kutchan,42.90111111,140.7580556,176.1,1993,5/15/93,135
Japan/Kutchan,42.90111111,140.7580556,176.1,1994,5/18/94,138
Japan/Kutchan,42.90111111,140.7580556,176.1,1995,5/10/95,130
Japan/Kutchan,42.90111111,140.7580556,176.1,1996,5/23/96,144
Japan/Kutchan,42.90111111,140.7580556,176.1,1997,5/13/97,133
Japan/Kutchan,42.90111111,140.7580556,176.1,1998,5/4/98,124
Japan/Kutchan,42.90111111,140.7580556,176.1,1999,5/14/99,134
Japan/Kutchan,42.90111111,140.7580556,176.1,2000,5/15/00,136
Japan/Kutchan,42.90111111,140.7580556,176.1,2001,5/12/01,132
Japan/Kutchan,42.90111111,140.7580556,176.1,2002,4/28/02,118
Japan/Kutchan,42.90111111,140.7580556,176.1,2003,5/8/03,128
Japan/Kutchan,42.90111111,140.7580556,176.1,2004,5/9/04,130
Japan/Kutchan,42.90111111,140.7580556,176.1,2005,5/20/05,140
Japan/Kutchan,42.90111111,140.7580556,176.1,2006,5/17/06,137
Japan/Mombetsu,44.345,143.3552778,15.8,1956,5/11/56,132
Japan/Mombetsu,44.345,143.3552778,15.8,1957,5/18/57,138
Japan/Mombetsu,44.345,143.3552778,15.8,1958,5/20/58,140
Japan/Mombetsu,44.345,143.3552778,15.8,1959,5/4/59,124
Japan/Mombetsu,44.345,143.3552778,15.8,1960,5/17/60,138
Japan/Mombetsu,44.345,143.3552778,15.8,1961,5/9/61,129
Japan/Mombetsu,44.345,143.3552778,15.8,1962,5/12/62,132
Japan/Mombetsu,44.345,143.3552778,15.8,1963,5/11/63,131
Japan/Mombetsu,44.345,143.3552778,15.8,1964,5/14/64,135
Japan/Mombetsu,44.345,143.3552778,15.8,1965,5/20/65,140
Japan/Mombetsu,44.345,143.3552778,15.8,1966,5/20/66,140
Japan/Mombetsu,44.345,143.3552778,15.8,1967,5/8/67,128
Japan/Mombetsu,44.345,143.3552778,15.8,1968,5/9/68,130
Japan/Mombetsu,44.345,143.3552778,15.8,1969,5/10/69,130
Japan/Mombetsu,44.345,143.3552778,15.8,1970,5/11/70,131
Japan/Mombetsu,44.345,143.3552778,15.8,1971,5/18/71,138
Japan/Mombetsu,44.345,143.3552778,15.8,1972,5/7/72,128
Japan/Mombetsu,44.345,143.3552778,15.8,1973,5/14/73,134
Japan/Mombetsu,44.345,143.3552778,15.8,1974,5/17/74,137
Japan/Mombetsu,44.345,143.3552778,15.8,1975,5/24/75,144
Japan/Mombetsu,44.345,143.3552778,15.8,1976,5/13/76,134
Japan/Mombetsu,44.345,143.3552778,15.8,1977,5/14/77,134
Japan/Mombetsu,44.345,143.3552778,15.8,1978,5/11/78,131
Japan/Mombetsu,44.345,143.3552778,15.8,1979,5/24/79,144
Japan/Mombetsu,44.345,143.3552778,15.8,1980,5/22/80,143
Japan/Mombetsu,44.345,143.3552778,15.8,1981,5/13/81,133
Japan/Mombetsu,44.345,143.3552778,15.8,1982,5/16/82,136
Japan/Mombetsu,44.345,143.3552778,15.8,1983,5/3/83,123
Japan/Mombetsu,44.345,143.3552778,15.8,1984,5/28/84,149
Japan/Mombetsu,44.345,143.3552778,15.8,1985,5/12/85,132
Japan/Mombetsu,44.345,143.3552778,15.8,1986,5/8/86,128
Japan/Mombetsu,44.345,143.3552778,15.8,1987,5/9/87,129
Japan/Mombetsu,44.345,143.3552778,15.8,1988,5/15/88,136
Japan/Mombetsu,44.345,143.3552778,15.8,1989,5/18/89,138
Japan/Mombetsu,44.345,143.3552778,15.8,1990,5/7/90,127
Japan/Mombetsu,44.345,143.3552778,15.8,1991,5/9/91,129
Japan/Mombetsu,44.345,143.3552778,15.8,1992,5/13/92,134
Japan/Mombetsu,44.345,143.3552778,15.8,1993,5/20/93,140
Japan/Mombetsu,44.345,143.3552778,15.8,1994,5/12/94,132
Japan/Mombetsu,44.345,143.3552778,15.8,1995,5/9/95,129
Japan/Mombetsu,44.345,143.3552778,15.8,1996,5/29/96,150
Japan/Mombetsu,44.345,143.3552778,15.8,1997,5/13/97,133
Japan/Mombetsu,44.345,143.3552778,15.8,1998,5/1/98,121
Japan/Mombetsu,44.345,143.3552778,15.8,1999,5/18/99,138
Japan/Mombetsu,44.345,143.3552778,15.8,2000,5/26/00,147
Japan/Mombetsu,44.345,143.3552778,15.8,2001,5/14/01,134
Japan/Mombetsu,44.345,143.3552778,15.8,2002,4/30/02,120
Japan/Mombetsu,44.345,143.3552778,15.8,2003,5/11/03,131
Japan/Mombetsu,44.345,143.3552778,15.8,2004,5/13/04,134
Japan/Mombetsu,44.345,143.3552778,15.8,2005,5/26/05,146
Japan/Mombetsu,44.345,143.3552778,15.8,2006,5/18/06,138
Japan/Mombetsu,44.345,143.3552778,15.8,2007,5/21/07,141
Japan/Hiroo,42.29444444,143.3166667,32.4,1958,5/15/58,135
Japan/Hiroo,42.29444444,143.3166667,32.4,1959,5/3/59,123
Japan/Hiroo,42.29444444,143.3166667,32.4,1960,5/13/60,134
Japan/Hiroo,42.29444444,143.3166667,32.4,1961,5/7/61,127
Japan/Hiroo,42.29444444,143.3166667,32.4,1962,5/8/62,128
Japan/Hiroo,42.29444444,143.3166667,32.4,1963,5/9/63,129
Japan/Hiroo,42.29444444,143.3166667,32.4,1964,5/15/64,136
Japan/Hiroo,42.29444444,143.3166667,32.4,1965,5/20/65,140
Japan/Hiroo,42.29444444,143.3166667,32.4,1966,5/19/66,139
Japan/Hiroo,42.29444444,143.3166667,32.4,1967,5/7/67,127
Japan/Hiroo,42.29444444,143.3166667,32.4,1968,5/10/68,131
Japan/Hiroo,42.29444444,143.3166667,32.4,1969,5/10/69,130
Japan/Hiroo,42.29444444,143.3166667,32.4,1970,5/15/70,135
Japan/Hiroo,42.29444444,143.3166667,32.4,1971,5/16/71,136
Japan/Hiroo,42.29444444,143.3166667,32.4,1972,5/9/72,130
Japan/Hiroo,42.29444444,143.3166667,32.4,1973,5/8/73,128
Japan/Hiroo,42.29444444,143.3166667,32.4,1974,5/15/74,135
Japan/Hiroo,42.29444444,143.3166667,32.4,1975,5/16/75,136
Japan/Hiroo,42.29444444,143.3166667,32.4,1976,5/10/76,131
Japan/Hiroo,42.29444444,143.3166667,32.4,1977,5/13/77,133
Japan/Hiroo,42.29444444,143.3166667,32.4,1978,5/13/78,133
Japan/Hiroo,42.29444444,143.3166667,32.4,1979,5/22/79,142
Japan/Hiroo,42.29444444,143.3166667,32.4,1980,5/20/80,141
Japan/Hiroo,42.29444444,143.3166667,32.4,1981,5/11/81,131
Japan/Hiroo,42.29444444,143.3166667,32.4,1982,5/12/82,132
Japan/Hiroo,42.29444444,143.3166667,32.4,1983,5/3/83,123
Japan/Hiroo,42.29444444,143.3166667,32.4,1984,5/31/84,152
Japan/Hiroo,42.29444444,143.3166667,32.4,1985,5/12/85,132
Japan/Hiroo,42.29444444,143.3166667,32.4,1986,5/11/86,131
Japan/Hiroo,42.29444444,143.3166667,32.4,1987,5/9/87,129
Japan/Hiroo,42.29444444,143.3166667,32.4,1988,5/10/88,131
Japan/Hiroo,42.29444444,143.3166667,32.4,1989,5/11/89,131
Japan/Hiroo,42.29444444,143.3166667,32.4,1990,5/6/90,126
Japan/Hiroo,42.29444444,143.3166667,32.4,1991,5/7/91,127
Japan/Hiroo,42.29444444,143.3166667,32.4,1992,5/15/92,136
Japan/Hiroo,42.29444444,143.3166667,32.4,1993,5/16/93,136
Japan/Hiroo,42.29444444,143.3166667,32.4,1994,5/10/94,130
Japan/Hiroo,42.29444444,143.3166667,32.4,1995,5/8/95,128
Japan/Hiroo,42.29444444,143.3166667,32.4,1996,5/20/96,141
Japan/Hiroo,42.29444444,143.3166667,32.4,1997,5/4/97,124
Japan/Hiroo,42.29444444,143.3166667,32.4,1998,4/30/98,120
Japan/Shinjo,38.75694444,140.3122222,105.1,1958,4/28/58,118
Japan/Shinjo,38.75694444,140.3122222,105.1,1959,4/21/59,111
Japan/Shinjo,38.75694444,140.3122222,105.1,1960,4/29/60,120
Japan/Shinjo,38.75694444,140.3122222,105.1,1961,4/28/61,118
Japan/Shinjo,38.75694444,140.3122222,105.1,1962,4/27/62,117
Japan/Shinjo,38.75694444,140.3122222,105.1,1963,4/28/63,118
Japan/Shinjo,38.75694444,140.3122222,105.1,1964,4/24/64,115
Japan/Shinjo,38.75694444,140.3122222,105.1,1965,5/9/65,129
Japan/Shinjo,38.75694444,140.3122222,105.1,1966,4/26/66,116
Japan/Shinjo,38.75694444,140.3122222,105.1,1967,4/26/67,116
Japan/Shinjo,38.75694444,140.3122222,105.1,1968,4/28/68,119
Japan/Shinjo,38.75694444,140.3122222,105.1,1969,4/28/69,118
Japan/Shinjo,38.75694444,140.3122222,105.1,1970,5/3/70,123
Japan/Shinjo,38.75694444,140.3122222,105.1,1971,4/28/71,118
Japan/Shinjo,38.75694444,140.3122222,105.1,1972,4/19/72,110
Japan/Shinjo,38.75694444,140.3122222,105.1,1973,4/25/73,115
Japan/Shinjo,38.75694444,140.3122222,105.1,1974,5/4/74,124
Japan/Shinjo,38.75694444,140.3122222,105.1,1975,4/27/75,117
Japan/Shinjo,38.75694444,140.3122222,105.1,1976,4/30/76,121
Japan/Shinjo,38.75694444,140.3122222,105.1,1977,4/30/77,120
Japan/Shinjo,38.75694444,140.3122222,105.1,1978,5/2/78,122
Japan/Shinjo,38.75694444,140.3122222,105.1,1979,4/25/79,115
Japan/Shinjo,38.75694444,140.3122222,105.1,1980,5/3/80,124
Japan/Shinjo,38.75694444,140.3122222,105.1,1981,5/2/81,122
Japan/Shinjo,38.75694444,140.3122222,105.1,1982,4/26/82,116
Japan/Shinjo,38.75694444,140.3122222,105.1,1983,4/23/83,113
Japan/Shinjo,38.75694444,140.3122222,105.1,1984,5/11/84,132
Japan/Shinjo,38.75694444,140.3122222,105.1,1985,4/29/85,119
Japan/Shinjo,38.75694444,140.3122222,105.1,1986,4/30/86,120
Japan/Shinjo,38.75694444,140.3122222,105.1,1987,4/27/87,117
Japan/Shinjo,38.75694444,140.3122222,105.1,1988,4/30/88,121
Japan/Shinjo,38.75694444,140.3122222,105.1,1989,4/19/89,109
Japan/Shinjo,38.75694444,140.3122222,105.1,1990,4/17/90,107
Japan/Shinjo,38.75694444,140.3122222,105.1,1991,4/22/91,112
Japan/Shinjo,38.75694444,140.3122222,105.1,1992,4/24/92,115
Japan/Shinjo,38.75694444,140.3122222,105.1,1993,4/26/93,116
Japan/Shinjo,38.75694444,140.3122222,105.1,1994,4/25/94,115
Japan/Shinjo,38.75694444,140.3122222,105.1,1995,4/25/95,115
Japan/Shinjo,38.75694444,140.3122222,105.1,1996,4/30/96,121
Japan/Shinjo,38.75694444,140.3122222,105.1,1997,4/28/97,118
Japan/Aomori,40.82166667,140.7688889,2.8,1956,5/2/56,123
Japan/Aomori,40.82166667,140.7688889,2.8,1957,5/7/57,127
Japan/Aomori,40.82166667,140.7688889,2.8,1958,5/4/58,124
Japan/Aomori,40.82166667,140.7688889,2.8,1959,4/25/59,115
Japan/Aomori,40.82166667,140.7688889,2.8,1960,5/1/60,122
Japan/Aomori,40.82166667,140.7688889,2.8,1961,4/29/61,119
Japan/Aomori,40.82166667,140.7688889,2.8,1962,4/30/62,120
Japan/Aomori,40.82166667,140.7688889,2.8,1963,4/26/63,116
Japan/Aomori,40.82166667,140.7688889,2.8,1964,5/2/64,123
Japan/Aomori,40.82166667,140.7688889,2.8,1965,5/10/65,130
Japan/Aomori,40.82166667,140.7688889,2.8,1966,5/5/66,125
Japan/Aomori,40.82166667,140.7688889,2.8,1967,5/3/67,123
Japan/Aomori,40.82166667,140.7688889,2.8,1968,5/3/68,124
Japan/Aomori,40.82166667,140.7688889,2.8,1969,5/4/69,124
Japan/Aomori,40.82166667,140.7688889,2.8,1970,5/7/70,127
Japan/Aomori,40.82166667,140.7688889,2.8,1971,5/5/71,125
Japan/Aomori,40.82166667,140.7688889,2.8,1972,4/29/72,120
Japan/Aomori,40.82166667,140.7688889,2.8,1973,4/28/73,118
Japan/Aomori,40.82166667,140.7688889,2.8,1974,5/7/74,127
Japan/Aomori,40.82166667,140.7688889,2.8,1975,5/1/75,121
Japan/Aomori,40.82166667,140.7688889,2.8,1976,5/4/76,125
Japan/Aomori,40.82166667,140.7688889,2.8,1977,5/7/77,127
Japan/Aomori,40.82166667,140.7688889,2.8,1978,5/4/78,124
Japan/Aomori,40.82166667,140.7688889,2.8,1979,5/6/79,126
Japan/Aomori,40.82166667,140.7688889,2.8,1980,5/9/80,130
Japan/Aomori,40.82166667,140.7688889,2.8,1981,5/1/81,121
Japan/Aomori,40.82166667,140.7688889,2.8,1982,5/4/82,124
Japan/Aomori,40.82166667,140.7688889,2.8,1983,4/25/83,115
Japan/Aomori,40.82166667,140.7688889,2.8,1984,5/18/84,139
Japan/Aomori,40.82166667,140.7688889,2.8,1985,5/3/85,123
Japan/Aomori,40.82166667,140.7688889,2.8,1986,5/5/86,125
Japan/Aomori,40.82166667,140.7688889,2.8,1987,5/1/87,121
Japan/Aomori,40.82166667,140.7688889,2.8,1988,5/1/88,122
Japan/Aomori,40.82166667,140.7688889,2.8,1989,4/20/89,110
Japan/Aomori,40.82166667,140.7688889,2.8,1990,4/23/90,113
Japan/Aomori,40.82166667,140.7688889,2.8,1991,4/30/91,120
Japan/Aomori,40.82166667,140.7688889,2.8,1992,4/27/92,118
Japan/Aomori,40.82166667,140.7688889,2.8,1993,4/28/93,118
Japan/Aomori,40.82166667,140.7688889,2.8,1994,4/27/94,117
Japan/Aomori,40.82166667,140.7688889,2.8,1995,4/28/95,118
Japan/Aomori,40.82166667,140.7688889,2.8,1996,5/3/96,124
Japan/Aomori,40.82166667,140.7688889,2.8,1997,4/27/97,117
Japan/Aomori,40.82166667,140.7688889,2.8,1998,4/20/98,110
Japan/Aomori,40.82166667,140.7688889,2.8,1999,4/30/99,120
Japan/Aomori,40.82166667,140.7688889,2.8,2000,5/3/00,124
Japan/Aomori,40.82166667,140.7688889,2.8,2001,4/27/01,117
Japan/Aomori,40.82166667,140.7688889,2.8,2002,4/16/02,106
Japan/Aomori,40.82166667,140.7688889,2.8,2003,4/27/03,117
Japan/Aomori,40.82166667,140.7688889,2.8,2004,4/21/04,112
Japan/Aomori,40.82166667,140.7688889,2.8,2005,5/2/05,122
Japan/Aomori,40.82166667,140.7688889,2.8,2006,5/6/06,126
Japan/Aomori,40.82166667,140.7688889,2.8,2007,4/29/07,119
Japan/Aomori,40.82166667,140.7688889,2.8,2008,4/21/08,112
Japan/Aomori,40.82166667,140.7688889,2.8,2009,4/22/09,112
Japan/Aomori,40.82166667,140.7688889,2.8,2010,5/2/10,122
Japan/Aomori,40.82166667,140.7688889,2.8,2011,4/28/11,118
Japan/Aomori,40.82166667,140.7688889,2.8,2012,5/1/12,122
Japan/Aomori,40.82166667,140.7688889,2.8,2013,5/6/13,126
Japan/Aomori,40.82166667,140.7688889,2.8,2014,4/25/14,115
Japan/Aomori,40.82166667,140.7688889,2.8,2015,4/19/15,109
Japan/Aomori,40.82166667,140.7688889,2.8,2016,4/21/16,112
Japan/Aomori,40.82166667,140.7688889,2.8,2017,4/21/17,111
Japan/Aomori,40.82166667,140.7688889,2.8,2018,4/22/18,112
Japan/Aomori,40.82166667,140.7688889,2.8,2019,4/22/19,112
Japan/Aomori,40.82166667,140.7688889,2.8,2020,4/21/20,112
Japan/Aomori,40.82166667,140.7688889,2.8,2021,4/17/21,107
Japan/Hachinohe,40.52722222,141.5216667,27.1,1953,5/2/53,122
Japan/Hachinohe,40.52722222,141.5216667,27.1,1954,4/26/54,116
Japan/Hachinohe,40.52722222,141.5216667,27.1,1955,4/26/55,116
Japan/Hachinohe,40.52722222,141.5216667,27.1,1956,4/27/56,118
Japan/Hachinohe,40.52722222,141.5216667,27.1,1957,5/1/57,121
Japan/Hachinohe,40.52722222,141.5216667,27.1,1958,4/27/58,117
Japan/Hachinohe,40.52722222,141.5216667,27.1,1959,4/23/59,113
Japan/Hachinohe,40.52722222,141.5216667,27.1,1960,5/1/60,122
Japan/Hachinohe,40.52722222,141.5216667,27.1,1961,4/26/61,116
Japan/Hachinohe,40.52722222,141.5216667,27.1,1962,4/26/62,116
Japan/Hachinohe,40.52722222,141.5216667,27.1,1963,4/25/63,115
Japan/Hachinohe,40.52722222,141.5216667,27.1,1964,5/2/64,123
Japan/Hachinohe,40.52722222,141.5216667,27.1,1965,5/9/65,129
Japan/Hachinohe,40.52722222,141.5216667,27.1,1966,4/30/66,120
Japan/Hachinohe,40.52722222,141.5216667,27.1,1967,4/28/67,118
Japan/Hachinohe,40.52722222,141.5216667,27.1,1968,4/29/68,120
Japan/Hachinohe,40.52722222,141.5216667,27.1,1969,4/30/69,120
Japan/Hachinohe,40.52722222,141.5216667,27.1,1970,5/7/70,127
Japan/Hachinohe,40.52722222,141.5216667,27.1,1971,4/26/71,116
Japan/Hachinohe,40.52722222,141.5216667,27.1,1972,4/28/72,119
Japan/Hachinohe,40.52722222,141.5216667,27.1,1973,4/22/73,112
Japan/Hachinohe,40.52722222,141.5216667,27.1,1974,5/1/74,121
Japan/Hachinohe,40.52722222,141.5216667,27.1,1975,4/28/75,118
Japan/Hachinohe,40.52722222,141.5216667,27.1,1976,4/28/76,119
Japan/Hachinohe,40.52722222,141.5216667,27.1,1977,5/2/77,122
Japan/Hachinohe,40.52722222,141.5216667,27.1,1978,5/1/78,121
Japan/Hachinohe,40.52722222,141.5216667,27.1,1979,5/5/79,125
Japan/Hachinohe,40.52722222,141.5216667,27.1,1980,5/5/80,126
Japan/Hachinohe,40.52722222,141.5216667,27.1,1981,4/28/81,118
Japan/Hachinohe,40.52722222,141.5216667,27.1,1982,5/1/82,121
Japan/Hachinohe,40.52722222,141.5216667,27.1,1983,4/23/83,113
Japan/Hachinohe,40.52722222,141.5216667,27.1,1984,5/23/84,144
Japan/Hachinohe,40.52722222,141.5216667,27.1,1985,5/1/85,121
Japan/Hachinohe,40.52722222,141.5216667,27.1,1986,5/2/86,122
Japan/Hachinohe,40.52722222,141.5216667,27.1,1987,4/28/87,118
Japan/Hachinohe,40.52722222,141.5216667,27.1,1988,4/30/88,121
Japan/Hachinohe,40.52722222,141.5216667,27.1,1989,4/19/89,109
Japan/Hachinohe,40.52722222,141.5216667,27.1,1990,4/18/90,108
Japan/Hachinohe,40.52722222,141.5216667,27.1,1991,4/25/91,115
Japan/Hachinohe,40.52722222,141.5216667,27.1,1992,4/24/92,115
Japan/Hachinohe,40.52722222,141.5216667,27.1,1993,4/26/93,116
Japan/Hachinohe,40.52722222,141.5216667,27.1,1994,4/26/94,116
Japan/Hachinohe,40.52722222,141.5216667,27.1,1995,4/25/95,115
Japan/Hachinohe,40.52722222,141.5216667,27.1,1996,5/2/96,123
Japan/Hachinohe,40.52722222,141.5216667,27.1,1997,4/28/97,118
Japan/Hachinohe,40.52722222,141.5216667,27.1,1998,4/19/98,109
Japan/Hachinohe,40.52722222,141.5216667,27.1,1999,4/27/99,117
Japan/Hachinohe,40.52722222,141.5216667,27.1,2000,4/30/00,121
Japan/Hachinohe,40.52722222,141.5216667,27.1,2001,4/24/01,114
Japan/Hachinohe,40.52722222,141.5216667,27.1,2002,4/16/02,106
Japan/Hachinohe,40.52722222,141.5216667,27.1,2003,4/25/03,115
Japan/Hachinohe,40.52722222,141.5216667,27.1,2004,4/19/04,110
Japan/Hachinohe,40.52722222,141.5216667,27.1,2005,4/29/05,119
Japan/Hachinohe,40.52722222,141.5216667,27.1,2006,5/2/06,122
Japan/Hachinohe,40.52722222,141.5216667,27.1,2007,4/29/07,119
Japan/Akita,39.7175,140.0991667,6.3,1953,4/29/53,119
Japan/Akita,39.7175,140.0991667,6.3,1953,4/29/53,119
Japan/Akita,39.7175,140.0991667,6.3,1954,4/22/54,112
Japan/Akita,39.7175,140.0991667,6.3,1954,4/22/54,112
Japan/Akita,39.7175,140.0991667,6.3,1955,4/23/55,113
Japan/Akita,39.7175,140.0991667,6.3,1955,4/23/55,113
Japan/Akita,39.7175,140.0991667,6.3,1956,4/26/56,117
Japan/Akita,39.7175,140.0991667,6.3,1956,4/26/56,117
Japan/Akita,39.7175,140.0991667,6.3,1957,4/29/57,119
Japan/Akita,39.7175,140.0991667,6.3,1957,4/29/57,119
Japan/Akita,39.7175,140.0991667,6.3,1958,4/29/58,119
Japan/Akita,39.7175,140.0991667,6.3,1958,4/29/58,119
Japan/Akita,39.7175,140.0991667,6.3,1959,4/17/59,107
Japan/Akita,39.7175,140.0991667,6.3,1959,4/17/59,107
Japan/Akita,39.7175,140.0991667,6.3,1960,4/27/60,118
Japan/Akita,39.7175,140.0991667,6.3,1960,4/27/60,118
Japan/Akita,39.7175,140.0991667,6.3,1961,4/23/61,113
Japan/Akita,39.7175,140.0991667,6.3,1961,4/23/61,113
Japan/Akita,39.7175,140.0991667,6.3,1962,4/24/62,114
Japan/Akita,39.7175,140.0991667,6.3,1962,4/24/62,114
Japan/Akita,39.7175,140.0991667,6.3,1963,4/21/63,111
Japan/Akita,39.7175,140.0991667,6.3,1963,4/21/63,111
Japan/Akita,39.7175,140.0991667,6.3,1964,4/23/64,114
Japan/Akita,39.7175,140.0991667,6.3,1964,4/23/64,114
Japan/Akita,39.7175,140.0991667,6.3,1965,5/8/65,128
Japan/Akita,39.7175,140.0991667,6.3,1965,5/8/65,128
Japan/Akita,39.7175,140.0991667,6.3,1966,4/25/66,115
Japan/Akita,39.7175,140.0991667,6.3,1966,4/25/66,115
Japan/Akita,39.7175,140.0991667,6.3,1967,4/28/67,118
Japan/Akita,39.7175,140.0991667,6.3,1967,4/28/67,118
Japan/Akita,39.7175,140.0991667,6.3,1968,4/24/68,115
Japan/Akita,39.7175,140.0991667,6.3,1968,4/24/68,115
Japan/Akita,39.7175,140.0991667,6.3,1969,4/29/69,119
Japan/Akita,39.7175,140.0991667,6.3,1969,4/29/69,119
Japan/Akita,39.7175,140.0991667,6.3,1970,5/1/70,121
Japan/Akita,39.7175,140.0991667,6.3,1970,5/1/70,121
Japan/Akita,39.7175,140.0991667,6.3,1971,4/29/71,119
