name,datetime,tempmax,tempmin,temp,dew,humidity,precip,precipprob,precipcover,snowdepth,windgust,windspeed,windspeedmax,windspeedmean,windspeedmin,sealevelpressure,cloudcover,solarradiation,solarenergy,uvindex,sunrise,sunset,source
"38.25085,128.89098",2002-02-12,3.5,-5.8,-1.3,-18.4,26.7,0,0,0,17,,20.3,20.3,10.4,6,,25.5,,,,2002-02-12T07:19:04,2002-02-12T17:58:50,obs
"38.25085,128.89098",2002-02-13,2.2,-2.9,-0.6,-12.8,39.9,0,0,0,16.5,,14,14,8.9,5.9,,24.4,,,,2002-02-13T07:17:56,2002-02-13T17:59:57,obs
"38.25085,128.89098",2002-02-14,3.1,-4.7,-0.6,-10.8,47,0,0,0,15.5,,22.3,22.3,9.9,5.8,1027.5,10.7,,,,2002-02-14T07:16:46,2002-02-14T18:01:03,obs
"38.25085,128.89098",2002-02-15,7.4,-2.1,2.1,-13.6,31.1,0,0,0,14.5,,11.5,11.5,8.1,5.7,,0,,,,2002-02-15T07:15:35,2002-02-15T18:02:10,obs
"38.25085,128.89098",2002-02-16,8.6,-0.9,4.2,-6.9,45.7,0,0,0,13,,18.4,18.4,12.2,6.6,1022.2,43,,,,2002-02-16T07:14:24,2002-02-16T18:03:16,obs
"38.25085,128.89098",2002-02-17,7.7,-4.9,3,-4.6,59.5,0.104,100,4.17,12.5,,22.3,22.3,16.1,11.2,1006.8,44.6,,,,2002-02-17T07:13:10,2002-02-17T18:04:21,obs
"38.25085,128.89098",2002-02-18,2.5,-2.6,-0.2,-13.7,37.5,0,0,0,16.5,,25.9,25.9,16.1,7,1021.1,8.7,,,,2002-02-18T07:11:56,2002-02-18T18:05:27,obs
"38.25085,128.89098",2002-02-19,5.9,-10.9,-0.3,-13.9,36.2,0,0,0,15,,18.4,18.4,9.7,3.4,1025.8,4.8,,,,2002-02-19T07:10:41,2002-02-19T18:06:32,obs
"38.25085,128.89098",2002-02-20,12,-0.9,5.8,-11.7,28.6,0,0,0,9.5,,13.2,13.2,11.5,9.6,1024,20.3,,,,2002-02-20T07:09:25,2002-02-20T18:07:36,obs
"38.25085,128.89098",2002-02-21,8.5,-7.9,5.3,-9.9,36.5,0,0,0,30.7,,10.2,10.2,7.4,4.4,1017.1,90.9,,,,2002-02-21T07:08:07,2002-02-21T18:08:41,obs
"38.25085,128.89098",2002-02-22,10.9,-1.9,5.3,-3.8,55,0,0,0,6.5,,16.6,16.6,11.4,6.3,1019.7,26.8,,,,2002-02-22T07:06:49,2002-02-22T18:09:45,obs
"38.25085,128.89098",2002-02-23,8.4,0.7,4.6,-5.9,48,0,0,0,4,,14.8,14.8,8.1,3.4,1021.7,21.6,,,,2002-02-23T07:05:30,2002-02-23T18:10:48,obs
"38.25085,128.89098",2002-02-24,8,-4.9,2.8,-2.7,68.9,0.712,100,8.33,3,,15.5,15.5,7.9,1,1021.6,51.2,,,,2002-02-24T07:04:10,2002-02-24T18:11:52,obs
"38.25085,128.89098",2002-02-25,10.8,-0.9,5.1,-6.5,48.3,0,0,0,5,,35.3,35.3,13.8,6.3,1018.2,73.2,,,,2002-02-25T07:02:48,2002-02-25T18:12:55,obs
"38.25085,128.89098",2002-02-26,9.8,4.1,6.6,-5,44.6,0,0,0,,,18.4,18.4,8.9,4.1,1020.3,64.8,,,,2002-02-26T07:01:27,2002-02-26T18:13:58,obs
"38.25085,128.89098",2002-02-27,11.3,0.1,6.1,-1.6,59.6,0,0,0,,,18.4,18.4,9.5,4.6,1015.2,70.3,,,,2002-02-27T07:00:04,2002-02-27T18:15:00,obs
"38.25085,128.89098",2002-02-28,11.5,-0.9,6.7,-0.8,60.3,0,0,0,,,18.4,18.4,7.4,2.3,1016,61.1,,,,2002-02-28T06:58:40,2002-02-28T18:16:02,obs
"38.25085,128.89098",2002-03-01,9.7,0.7,5,0.6,73.2,0,0,0,,,7.8,7.8,5,2.1,,29.4,,,,2002-03-01T06:57:16,2002-03-01T18:17:04,obs
"38.25085,128.89098",2002-03-02,6.2,0.8,3.5,-1.1,73.7,6.435,100,4.17,7,,13.4,13.4,9.3,5.3,1021,72.2,,,,2002-03-02T06:55:51,2002-03-02T18:18:06,obs
"38.25085,128.89098",2002-03-03,6.7,-4.9,1.1,-2,81.1,1.072,100,4.17,6.5,,16.6,16.6,7.6,1.8,1020,50.9,,,,2002-03-03T06:54:25,2002-03-03T18:19:07,obs
"38.25085,128.89098",2002-03-04,7.2,-4.9,3.1,-5.9,52.9,0,0,0,5,,20.5,20.5,8.5,3.1,1017.6,29.3,,,,2002-03-04T06:52:59,2002-03-04T18:20:08,obs
"38.25085,128.89098",2002-03-05,7.7,3.8,5.7,-3,55.4,1.473,100,8.33,3,,8.7,8.7,5.7,1.7,,98.7,,,,2002-03-05T06:51:32,2002-03-05T18:21:08,obs
"38.25085,128.89098",2002-03-06,5.5,0.5,3.5,-4.2,58.1,0.274,100,8.33,4.9,,19.7,19.7,13,6.4,,68.3,,,,2002-03-06T06:50:04,2002-03-06T18:22:09,obs
"38.25085,128.89098",2002-03-07,5.3,-1.7,1.4,-12.6,35.2,0.239,100,4.17,8,,18.2,18.2,12.7,8.1,,18.8,,,,2002-03-07T06:48:36,2002-03-07T18:23:09,obs
"38.25085,128.89098",2002-03-08,9.7,-0.7,4.5,-10.2,34.2,0,0,0,4.5,,15.2,15.2,11.2,7,,2.5,,,,2002-03-08T06:47:08,2002-03-08T18:24:08,obs
"38.25085,128.89098",2002-03-09,14.7,5.1,10,-5.9,32.7,0,0,0,2,,24.1,24.1,16.7,11.5,,13.1,,,,2002-03-09T06:45:39,2002-03-09T18:25:08,obs
"38.25085,128.89098",2002-03-10,12.7,5.1,8.8,1.9,63.2,1.15,100,8.33,,,19.2,19.2,9.9,4.6,,59.3,,,,2002-03-10T06:44:09,2002-03-10T18:26:07,obs
"38.25085,128.89098",2002-03-11,16.6,5.5,11,-9.3,24,0,0,0,,,18.5,18.5,12.3,7.3,,1.9,,,,2002-03-11T06:42:39,2002-03-11T18:27:06,obs
"38.25085,128.89098",2002-03-12,13,7.5,10.4,-1.1,48.4,0,0,0,,,18.5,18.5,10.1,4.5,,0,,,,2002-03-12T06:41:09,2002-03-12T18:28:05,obs
"38.25085,128.89098",2002-03-13,11.8,3.7,8.1,2.8,70.1,0,0,0,,,9.8,9.8,7.2,3.4,,27,,,,2002-03-13T06:39:38,2002-03-13T18:29:03,obs
"38.25085,128.89098",2002-03-14,15.6,8.9,12.9,-3.2,34.7,1.071,100,4.17,,,14.6,14.6,9.1,3.6,,90.5,,,,2002-03-14T06:38:07,2002-03-14T18:30:02,obs
"38.25085,128.89098",2002-03-15,12.9,5.3,9.2,3.3,67.6,1.18,100,8.33,,,13.5,13.5,9.3,1.3,,93.1,,,,2002-03-15T06:36:36,2002-03-15T18:31:00,obs
"38.25085,128.89098",2002-03-16,16.8,2.6,9.6,-2.2,51.5,0,0,0,,,26.1,26.1,12,5.7,,19.5,,,,2002-03-16T06:35:04,2002-03-16T18:31:58,obs
"38.25085,128.89098",2002-03-17,15.1,7.9,11.7,-8.2,26.1,0,0,0,,,18.6,18.6,14.1,8.8,,41.2,,,,2002-03-17T06:33:32,2002-03-17T18:32:55,obs
"38.25085,128.89098",2002-03-18,12.2,7.3,9.8,-7.9,29.7,0,0,0,,,21.3,21.3,13.9,9.5,1015.8,38.9,,,,2002-03-18T06:32:00,2002-03-18T18:33:53,obs
"38.25085,128.89098",2002-03-19,12.6,6.4,9.4,-6.7,31.8,0,0,0,,,24.2,24.2,17.3,5.3,1015.2,17.1,,,,2002-03-19T06:30:28,2002-03-19T18:34:50,obs
"38.25085,128.89098",2002-03-20,18.2,2.4,11.7,-1.5,40.7,0,0,0,,,16.6,16.6,10.1,5.3,1016.3,39,,,,2002-03-20T06:28:55,2002-03-20T18:35:47,obs
"38.25085,128.89098",2002-03-21,19,7.5,11.2,-3.1,39.8,3.846,100,4.17,,,35.3,35.3,19.4,12.4,1000.5,65.8,,,,2002-03-21T06:27:23,2002-03-21T18:36:44,obs
"38.25085,128.89098",2002-03-22,11.1,5,8,-10.1,27.4,0.565,100,4.17,,,19.6,19.6,14.2,8.7,1004.4,61.4,,,,2002-03-22T06:25:50,2002-03-22T18:37:41,obs
"38.25085,128.89098",2002-03-23,9.1,2.4,5.4,-11.7,28.7,0.182,100,8.33,,,18.9,18.9,14,8.5,,19.6,,,,2002-03-23T06:24:17,2002-03-23T18:38:38,obs
"38.25085,128.89098",2002-03-24,10.8,1.4,5.8,-11.8,28.6,0,0,0,,,15.5,15.5,11,7.2,,4.9,,,,2002-03-24T06:22:45,2002-03-24T18:39:35,obs
"38.25085,128.89098",2002-03-25,13.5,5.2,9.7,-5,35.7,0,0,0,,,13.8,13.8,10.4,7.6,,13.4,,,,2002-03-25T06:21:12,2002-03-25T18:40:31,obs
"38.25085,128.89098",2002-03-26,13.6,7.8,10.8,-1.1,44.4,0,0,0,,,22.3,22.3,11.1,5.6,1014,69.1,,,,2002-03-26T06:19:39,2002-03-26T18:41:28,obs
"38.25085,128.89098",2002-03-27,10.4,5,8.2,-1,53.2,0.463,100,4.17,2,,10.6,10.6,6.8,2.3,,48.1,,,,2002-03-27T06:18:07,2002-03-27T18:42:24,obs
"38.25085,128.89098",2002-03-28,14.8,3,8.5,2.3,65.9,0.091,100,4.17,,,10.3,10.3,5.4,2.7,1017.4,51.4,,,,2002-03-28T06:16:34,2002-03-28T18:43:20,obs
"38.25085,128.89098",2002-03-29,14.8,7.4,12.1,5,62.4,0,0,0,,,10.5,10.5,5.1,0.5,1010.7,65.9,,,,2002-03-29T06:15:02,2002-03-29T18:44:16,obs
"38.25085,128.89098",2002-03-30,11.2,6.5,8.5,5.4,81.2,1.581,100,4.17,,,9,9,5.3,2.5,,92,,,,2002-03-30T06:13:30,2002-03-30T18:45:13,obs
"38.25085,128.89098",2002-03-31,15.3,5.3,10.9,5.6,72.2,1.585,100,4.17,,,9.5,9.5,7.4,4.1,,25.3,,,,2002-03-31T06:11:58,2002-03-31T18:46:09,obs
"38.25085,128.89098",2002-04-01,23.6,15.5,19.4,0.6,28.4,0,0,0,,,20.8,20.8,15.4,9.4,1010.5,6,,,,2002-04-01T06:10:26,2002-04-01T18:47:05,obs
"38.25085,128.89098",2002-04-02,18.3,10.1,14.3,3.4,50.4,0,0,0,,,11.9,11.9,7.9,4.5,,8.5,,,,2002-04-02T06:08:54,2002-04-02T18:48:01,obs
"38.25085,128.89098",2002-04-03,19.1,5.6,12,0.6,48.4,0.091,100,4.17,,,18.1,18.1,9.9,3.5,1019.2,29.4,,,,2002-04-03T06:07:23,2002-04-03T18:48:57,obs
"38.25085,128.89098",2002-04-04,16.6,3.2,9.9,-3.5,39.3,0,0,0,,,13.8,13.8,7,2.3,1018.6,8.1,,,,2002-04-04T06:05:52,2002-04-04T18:49:53,obs
"38.25085,128.89098",2002-04-05,15.6,6.5,12,3.9,58.2,0,0,0,,,10.1,10.1,6.1,1.3,1018.6,38.4,,,,2002-04-05T06:04:21,2002-04-05T18:50:49,obs
"38.25085,128.89098",2002-04-06,11.1,9.4,10.2,7.6,83.7,8.255,100,8.33,,,20.5,20.5,10.5,3.1,,96.1,,,,2002-04-06T06:02:51,2002-04-06T18:51:45,obs
"38.25085,128.89098",2002-04-07,15.6,7.9,11.5,7.3,76.9,0.192,100,4.17,,,16.8,16.8,12.8,5.3,,82.6,,,,2002-04-07T06:01:21,2002-04-07T18:52:41,obs
"38.25085,128.89098",2002-04-08,14.4,8.9,11.2,-5.7,31.5,0.091,100,4.17,,,21.2,21.2,17.1,9.8,,53.9,,,,2002-04-08T05:59:52,2002-04-08T18:53:37,obs
"38.25085,128.89098",2002-04-09,11.4,4.6,8.5,-6.9,33.3,0,0,0,,,19.7,19.7,15.8,11.8,,23.1,,,,2002-04-09T05:58:22,2002-04-09T18:54:33,obs
"38.25085,128.89098",2002-04-10,13.6,5.6,10.3,-5.2,33.6,0,0,0,,,17.4,17.4,13.7,11.8,,29.9,,,,2002-04-10T05:56:54,2002-04-10T18:55:29,obs
"38.25085,128.89098",2002-04-11,12.4,5.3,8.6,-3.1,44.8,0,0,0,,,15.9,15.9,11.2,4.7,,51.2,,,,2002-04-11T05:55:26,2002-04-11T18:56:25,obs
"38.25085,128.89098",2002-04-12,14.5,7.8,10.7,-0.8,47.2,1.938,100,4.17,,,17.1,17.1,11.4,6,,32.3,,,,2002-04-12T05:53:58,2002-04-12T18:57:21,obs
"38.25085,128.89098",2002-04-13,14.3,8.3,11.1,1.6,52.6,0.091,100,4.17,,,17.6,17.6,14.5,9.1,,28.5,,,,2002-04-13T05:52:31,2002-04-13T18:58:17,obs
"38.25085,128.89098",2002-04-14,26.3,13.1,21,3.1,31.5,0,0,0,,,26.3,26.3,18.4,9.1,,67.1,,,,2002-04-14T05:51:05,2002-04-14T18:59:13,obs
"38.25085,128.89098",2002-04-15,21.3,14.4,19,9,54,0,0,0,,,13.9,13.9,11.2,4.1,,36.5,,,,2002-04-15T05:49:39,2002-04-15T19:00:09,obs
"38.25085,128.89098",2002-04-16,14.3,8.8,10.9,9.3,89.7,14.591,100,8.33,,,29.2,29.2,10.3,2.6,,90.6,,,,2002-04-16T05:48:14,2002-04-16T19:01:06,obs
"38.25085,128.89098",2002-04-17,15,10.1,12,-4.8,34.2,0.065,100,4.17,,,28.6,28.6,21.7,14.9,1015.5,34.3,,,,2002-04-17T05:46:49,2002-04-17T19:02:02,obs
"38.25085,128.89098",2002-04-18,16.7,8.4,12.4,-7.3,25.1,0,0,0,,,24.6,24.6,15.4,7.4,,4.2,,,,2002-04-18T05:45:26,2002-04-18T19:02:58,obs
"38.25085,128.89098",2002-04-19,19.3,9.7,14.1,-4.3,28.4,0,0,0,,,20.5,20.5,12.9,6.2,1020.7,34.3,,,,2002-04-19T05:44:03,2002-04-19T19:03:54,obs
"38.25085,128.89098",2002-04-20,19.5,10,14.6,-2.4,33.8,0,0,0,,,14.8,14.8,9.7,4.1,,45.7,,,,2002-04-20T05:42:40,2002-04-20T19:04:51,obs
"38.25085,128.89098",2002-04-21,22.1,9.7,16.2,2.6,43.1,0,0,0,,,18,18,9.4,4.5,,19.7,,,,2002-04-21T05:41:19,2002-04-21T19:05:47,obs
"38.25085,128.89098",2002-04-22,20.1,12.2,15.9,8.6,63.5,0,0,0,,,10.5,10.5,6.8,4.4,1015,20.1,,,,2002-04-22T05:39:58,2002-04-22T19:06:43,obs
"38.25085,128.89098",2002-04-23,14.6,10.5,12.3,9.2,82.1,0.135,100,4.17,,,13.7,13.7,8.7,3.7,1015.4,67.8,,,,2002-04-23T05:38:39,2002-04-23T19:07:40,obs
"38.25085,128.89098",2002-04-24,17,9.6,13.7,1.3,45.2,0,0,0,,,19.1,19.1,14.5,9.6,,44.6,,,,2002-04-24T05:37:20,2002-04-24T19:08:36,obs
"38.25085,128.89098",2002-04-25,12.5,5.2,9.2,-1.8,47.2,0,0,0,,,16.1,16.1,10.2,4.7,,22.2,,,,2002-04-25T05:36:02,2002-04-25T19:09:33,obs
"38.25085,128.89098",2002-04-26,15.1,4,10,2.2,60.6,0,0,0,,,20.3,20.3,8.5,1.9,1026.5,35.4,,,,2002-04-26T05:34:45,2002-04-26T19:10:29,obs
"38.25085,128.89098",2002-04-27,14.1,4.6,9.8,2.6,61.7,0,0,0,,,18.9,18.9,8.6,1,,46.3,,,,2002-04-27T05:33:29,2002-04-27T19:11:25,obs
"38.25085,128.89098",2002-04-28,14.6,5.9,10,5.1,72.4,0,0,0,,,13.3,13.3,7.4,2.4,,49,,,,2002-04-28T05:32:14,2002-04-28T19:12:22,obs
"38.25085,128.89098",2002-04-29,10.6,7.5,9.4,7.5,88.7,6.856,100,8.33,,,15.4,15.4,7.3,3.4,1017.6,96,,,,2002-04-29T05:31:00,2002-04-29T19:13:18,obs
"38.25085,128.89098",2002-04-30,10.5,9,9.9,8.5,91.2,33.281,100,8.33,,,10.1,10.1,6.1,2.7,,100,,,,2002-04-30T05:29:47,2002-04-30T19:14:14,obs
"38.25085,128.89098",2002-05-01,14.3,8.2,11.7,7.7,76.9,0.192,100,4.17,,,9.9,9.9,5.6,2.9,,21.3,,,,2002-05-01T05:28:36,2002-05-01T19:15:10,obs
"38.25085,128.89098",2002-05-02,15.9,6,11.1,5.8,70.7,0,0,0,,,12.5,12.5,6.1,1.8,1022.7,33.4,,,,2002-05-02T05:27:25,2002-05-02T19:16:06,obs
"38.25085,128.89098",2002-05-03,14.4,10.3,12.4,10.4,87.9,8.673,100,8.33,,,10.5,10.5,5.5,2.4,,97,,,,2002-05-03T05:26:16,2002-05-03T19:17:02,obs
"38.25085,128.89098",2002-05-04,21.4,11.7,15.6,11.3,77.6,0.013,100,4.17,,,11.7,11.7,6.6,1.9,,52.7,,,,2002-05-04T05:25:07,2002-05-04T19:17:58,obs
"38.25085,128.89098",2002-05-05,20.1,12.6,16.1,4.9,49.1,0,0,0,,,20,20,12.3,6.5,,56.4,,,,2002-05-05T05:24:00,2002-05-05T19:18:54,obs
"38.25085,128.89098",2002-05-06,15,8.2,12.1,6.4,69.1,0.559,100,4.17,,,15.2,15.2,9,5.2,,72.1,,,,2002-05-06T05:22:55,2002-05-06T19:19:49,obs
"38.25085,128.89098",2002-05-07,10.2,8.8,9.4,7.8,89.4,40.621,100,8.33,,,16,16,9.1,3.9,,100,,,,2002-05-07T05:21:50,2002-05-07T19:20:45,obs
"38.25085,128.89098",2002-05-08,15.2,9,11.9,8.1,78.1,4.132,100,4.17,,,11.7,11.7,6.7,1.9,,51.3,,,,2002-05-08T05:20:47,2002-05-08T19:21:40,obs
"38.25085,128.89098",2002-05-09,17,8.2,13.1,7.5,70.5,0.068,100,4.17,,,15.6,15.6,7.8,1.7,1019.1,52.2,,,,2002-05-09T05:19:45,2002-05-09T19:22:35,obs
"38.25085,128.89098",2002-05-10,14.4,9.9,12.6,9.2,79.9,0,0,0,,,14.8,14.8,5.6,1.2,1017.6,84.8,,,,2002-05-10T05:18:44,2002-05-10T19:23:30,obs
"38.25085,128.89098",2002-05-11,13.7,8.3,11.7,8.9,83.1,0,0,0,,,10.4,10.4,5.8,1.2,,59.6,,,,2002-05-11T05:17:45,2002-05-11T19:24:24,obs
"38.25085,128.89098",2002-05-12,17.6,9.8,13.4,9.9,79.7,0.192,100,4.17,,,11.2,11.2,8.9,5.9,,60.1,,,,2002-05-12T05:16:48,2002-05-12T19:25:18,obs
"38.25085,128.89098",2002-05-13,23.1,12,18.3,10.5,62,0,0,0,,,17.2,17.2,9.6,0.9,1017.6,23.5,,,,2002-05-13T05:15:51,2002-05-13T19:26:12,obs
"38.25085,128.89098",2002-05-14,16.2,11.3,14.3,11.7,84.1,0,0,0,,,8.8,8.8,5.1,0.7,,70,,,,2002-05-14T05:14:57,2002-05-14T19:27:06,obs
"38.25085,128.89098",2002-05-15,15,13.6,14.3,12.3,87.9,1.086,100,8.33,,,19.5,19.5,11.1,1.3,,100,,,,2002-05-15T05:14:03,2002-05-15T19:27:59,obs
"38.25085,128.89098",2002-05-16,14,10.7,12.6,10.6,87.9,21.353,100,8.33,,,16.5,16.5,12.9,6.4,,100,,,,2002-05-16T05:13:12,2002-05-16T19:28:52,obs
"38.25085,128.89098",2002-05-17,13.1,10.3,11.5,8.6,82.9,1.096,100,8.33,,,13,13,8.8,5.1,1013.2,91.3,,,,2002-05-17T05:12:21,2002-05-17T19:29:44,obs
"38.25085,128.89098",2002-05-18,15.9,7.9,11.9,8.6,81,12.3,100,8.33,,,10.3,10.3,7.7,3.6,,46.1,,,,2002-05-18T05:11:33,2002-05-18T19:30:36,obs
"38.25085,128.89098",2002-05-19,17.1,10.7,13.8,10.5,81.1,2.145,100,8.33,,,9.6,9.6,6.1,3,,52.9,,,,2002-05-19T05:10:46,2002-05-19T19:31:27,obs
"38.25085,128.89098",2002-05-20,25.6,11.6,18.9,8.2,52.2,0,0,0,,,10.5,10.5,7.3,3.1,,5.7,,,,2002-05-20T05:10:00,2002-05-20T19:32:18,obs
"38.25085,128.89098",2002-05-21,27.8,17.8,22.9,9.6,44.1,0,0,0,,,15.2,15.2,10.6,7.4,,36.5,,,,2002-05-21T05:09:16,2002-05-21T19:33:08,obs
"38.25085,128.89098",2002-05-22,22.8,15.3,19.1,10,58.6,0.474,100,4.17,,,21.1,21.1,12.7,0.9,,79,,,,2002-05-22T05:08:34,2002-05-22T19:33:58,obs
"38.25085,128.89098",2002-05-23,22.3,12.4,17.5,10.1,64.7,0.068,100,4.17,,,9.9,9.9,7.2,5.2,,33,,,,2002-05-23T05:07:54,2002-05-23T19:34:47,obs
"38.25085,128.89098",2002-05-24,24.6,14.4,20.4,4.3,35.6,0,0,0,,,16.6,16.6,11.6,3,,12.3,,,,2002-05-24T05:07:15,2002-05-24T19:35:35,obs
"38.25085,128.89098",2002-05-25,21.2,13.1,17.5,7.1,52.1,0.7,100,4.17,,,11.2,11.2,8.9,7,,28.3,,,,2002-05-25T05:06:38,2002-05-25T19:36:23,obs
"38.25085,128.89098",2002-05-26,17.2,11.7,14.1,9.8,76,6.754,100,8.33,,,13.3,13.3,8,5.2,,71,,,,2002-05-26T05:06:02,2002-05-26T19:37:10,obs
"38.25085,128.89098",2002-05-27,18.7,10.4,14.6,10.4,76.4,0,0,0,,,12.5,12.5,8.8,3.4,,25.1,,,,2002-05-27T05:05:29,2002-05-27T19:37:56,obs
"38.25085,128.89098",2002-05-28,24.9,14,20,7.7,47.4,0,0,0,,,13.7,13.7,9.2,6.5,,27.3,,,,2002-05-28T05:04:57,2002-05-28T19:38:41,obs
"38.25085,128.89098",2002-05-29,27.1,18.4,22.1,6.2,36.3,0,0,0,,,18.1,18.1,11.9,8.5,,21.3,,,,2002-05-29T05:04:27,2002-05-29T19:39:25,obs
"38.25085,128.89098",2002-05-30,25.4,20.4,22.7,10.3,46,0,0,0,,,19,19,13.7,10.5,,70.6,,,,2002-05-30T05:03:58,2002-05-30T19:40:09,obs
"38.25085,128.89098",2002-05-31,24,15.8,20.9,13.2,62.9,0.357,100,4.17,,,18.4,18.4,10.4,4.3,,35.4,,,,2002-05-31T05:03:32,2002-05-31T19:40:51,obs
"38.25085,128.89098",2002-06-01,23.5,16.8,21.1,11.2,54.5,1.489,100,4.17,,,12.6,12.6,9.3,4.1,,46,,,,2002-06-01T05:03:07,2002-06-01T19:41:33,obs
"38.25085,128.89098",2002-06-02,21.9,13.9,17.8,13.2,74.5,0,0,0,,,11.5,11.5,7.3,3.9,,14.6,,,,2002-06-02T05:02:44,2002-06-02T19:42:13,obs
"38.25085,128.89098",2002-06-03,22.6,15.3,19.2,14.6,75.6,0,0,0,,,12.2,12.2,8.2,3.7,,36.9,,,,2002-06-03T05:02:23,2002-06-03T19:42:53,obs
"38.25085,128.89098",2002-06-04,26.1,19.9,22.6,14.1,59.5,0,0,0,,,9.4,9.4,6,4.1,,65.5,,,,2002-06-04T05:02:04,2002-06-04T19:43:31,obs
"38.25085,128.89098",2002-06-05,21.8,17.1,19.5,16,80.4,0,0,0,,,15.1,15.1,9,3.5,,74.5,,,,2002-06-05T05:01:46,2002-06-05T19:44:08,obs
"38.25085,128.89098",2002-06-06,24.2,17,20.9,16.9,79,0,0,0,,,15.3,15.3,6.9,1.3,,48.4,,,,2002-06-06T05:01:30,2002-06-06T19:44:44,obs
"38.25085,128.89098",2002-06-07,31.1,19.8,25.6,15.6,57.2,0,0,0,,,16.1,16.1,9.4,3.2,,31.4,,,,2002-06-07T05:01:17,2002-06-07T19:45:19,obs
"38.25085,128.89098",2002-06-08,26.3,18.1,23.4,12.7,53,0.474,100,4.17,,,18,18,13.7,6,,53.5,,,,2002-06-08T05:01:05,2002-06-08T19:45:53,obs
"38.25085,128.89098",2002-06-09,24.9,15,20.7,14.4,69.3,0,0,0,,,13.3,13.3,8.1,3.6,,35.8,,,,2002-06-09T05:00:54,2002-06-09T19:46:25,obs
"38.25085,128.89098",2002-06-10,25.2,20,23.1,14.4,59.2,0.864,100,4.17,,,20.5,20.5,11.5,4.5,,86,,,,2002-06-10T05:00:46,2002-06-10T19:46:56,obs
"38.25085,128.89098",2002-06-11,27.6,17.2,21.7,13.1,64.3,7.348,100,4.17,,,20.2,20.2,13,4.5,,59.9,,,,2002-06-11T05:00:40,2002-06-11T19:47:25,obs
"38.25085,128.89098",2002-06-12,25.5,14.9,19.3,9.7,58.6,8.608,100,4.17,,,16,16,10.5,5.2,,59.2,,,,2002-06-12T05:00:35,2002-06-12T19:47:54,obs
"38.25085,128.89098",2002-06-13,20.5,15.6,17.6,14.3,81.6,0.942,100,8.33,,,27,27,10.5,5,,67.3,,,,2002-06-13T05:00:32,2002-06-13T19:48:20,obs
"38.25085,128.89098",2002-06-14,19.5,15.2,17.6,15,84.7,0.339,100,4.17,,,11.2,11.2,6.9,3.1,1007.5,89.5,,,,2002-06-14T05:00:31,2002-06-14T19:48:45,obs
"38.25085,128.89098",2002-06-15,20.1,15.1,17.5,15.5,88.2,3.51,100,8.33,,,16.6,16.6,8.4,3.6,1009.8,74.2,,,,2002-06-15T05:00:31,2002-06-15T19:49:09,obs
"38.25085,128.89098",2002-06-16,21.1,14.2,18.8,15.4,80.7,1.368,100,4.17,,,20.5,20.5,9.3,1.8,1010.3,35.8,,,,2002-06-16T05:00:34,2002-06-16T19:49:31,obs
"38.25085,128.89098",2002-06-17,22.8,14.1,18.5,16.1,86.4,0.065,100,4.17,,,18.4,18.4,6.9,1.8,1009,31.2,,,,2002-06-17T05:00:38,2002-06-17T19:49:52,obs
"38.25085,128.89098",2002-06-18,28.1,15.1,21.7,15.7,71.3,0,0,0,,,14.8,14.8,8.2,1.8,1006.5,30.2,,,,2002-06-18T05:00:44,2002-06-18T19:50:11,obs
"38.25085,128.89098",2002-06-19,30.1,20.8,26,14.3,51,0,0,0,,,16.6,16.6,10.1,5.4,1003.5,72.5,,,,2002-06-19T05:00:52,2002-06-19T19:50:28,obs
"38.25085,128.89098",2002-06-20,24.1,19.1,21.2,18.3,84.1,25.964,100,8.33,,,13,13,5.5,1.8,1000.5,43.5,,,,2002-06-20T05:01:01,2002-06-20T19:50:44,obs
"38.25085,128.89098",2002-06-21,21.1,18.1,19.9,17.4,85.7,0,0,0,,,14.8,14.8,9.5,5.4,1004.6,73.4,,,,2002-06-21T05:01:12,2002-06-21T19:50:58,obs
"38.25085,128.89098",2002-06-22,18.1,15.1,16.4,14.1,86.5,4.52,100,8.33,,,13.7,13.7,8,3.3,1014.9,99.4,,,,2002-06-22T05:01:25,2002-06-22T19:51:11,obs
"38.25085,128.89098",2002-06-23,18.1,14.7,15.8,14.3,90.7,10.134,100,8.33,,,20.5,20.5,7.5,1.8,1015.3,100,,,,2002-06-23T05:01:39,2002-06-23T19:51:21,obs
"38.25085,128.89098",2002-06-24,17.1,15.1,16.2,12.3,77.7,4.946,100,8.33,,,30.8,30.8,16.4,11.2,1013.1,97.6,,,,2002-06-24T05:01:55,2002-06-24T19:51:30,obs
"38.25085,128.89098",2002-06-25,19.3,14.1,16.9,11.7,71.9,0.621,100,8.33,,,20.5,20.5,11.8,1.8,1014.1,58.9,,,,2002-06-25T05:02:12,2002-06-25T19:51:37,obs
"38.25085,128.89098",2002-06-26,21.6,12.3,17.5,9.8,63.4,0,0,0,,,14.8,14.8,7.4,3.6,1015.1,26.9,,,,2002-06-26T05:02:31,2002-06-26T19:51:43,obs
"38.25085,128.89098",2002-06-27,24.1,12.1,17.4,10.9,69.4,0,0,0,,,16.6,16.6,8,1.8,1014.1,7.2,,,,2002-06-27T05:02:52,2002-06-27T19:51:46,obs
"38.25085,128.89098",2002-06-28,23.1,11.1,18.2,12.9,73.1,0,0,0,,,16.6,16.6,8.6,1.8,1013.9,9.2,,,,2002-06-28T05:03:14,2002-06-28T19:51:48,obs
